hours_studied,previous_scores,extracurricular_activities,sleep_hours,sample_question_papers_practiced,performance_index,total_study_hours_proxy,g_avg
1,49,1,9,9,24.0,1.9,49
4,57,0,4,3,37.0,5.2,57
4,82,1,6,4,65.0,5.6,82
6,78,1,8,8,69.0,10.8,78
9,85,1,4,0,82.0,9.0,85
3,59,1,6,7,39.0,5.1,59
9,57,1,7,2,54.0,10.799999999999999,57
6,50,0,5,8,36.0,10.8,50
7,61,1,4,7,55.0,11.9,61
2,98,0,9,7,78.0,3.4,98
6,83,1,8,8,73.0,10.8,83
6,57,0,9,3,49.0,7.800000000000001,57
2,97,1,4,4,74.0,2.8,97
2,73,1,5,6,51.0,3.2,73
2,62,0,5,1,37.0,2.2,62
1,40,0,6,6,16.0,1.6,40
5,94,0,9,2,84.0,6.0,94
8,49,1,9,5,47.0,12.0,49
2,92,0,8,5,70.0,3.0,92
5,40,0,6,5,28.0,7.5,40
8,77,0,8,9,72.0,15.2,77
5,78,1,4,1,60.0,5.5,78
2,88,1,4,8,67.0,3.6,88
3,48,1,9,7,33.0,5.1,48
6,70,0,6,6,58.0,9.600000000000001,70
5,46,1,7,8,36.0,9.0,46
4,56,1,5,3,35.0,5.2,56
4,74,1,6,1,56.0,4.4,74
5,87,1,6,3,71.0,6.5,87
2,76,0,4,9,51.0,3.8,76
9,91,1,5,2,88.0,10.799999999999999,91
2,57,0,6,1,36.0,2.2,57
2,72,0,4,1,50.0,2.2,72
9,43,0,4,7,42.0,15.299999999999999,43
3,62,0,9,4,44.0,4.199999999999999,62
7,50,0,9,5,42.0,10.5,50
4,91,0,6,7,75.0,6.8,91
6,48,1,6,6,34.0,9.600000000000001,48
4,69,0,4,6,54.0,6.4,69
7,47,1,9,6,36.0,11.200000000000001,47
1,79,0,6,6,53.0,1.6,79
3,44,1,5,7,24.0,5.1,44
3,51,0,4,0,30.0,3.0,51
1,40,1,4,2,13.0,1.2,40
6,54,1,6,0,43.0,6.0,54
9,64,0,6,7,56.0,15.299999999999999,64
8,57,0,6,1,50.0,8.8,57
7,77,0,5,6,67.0,11.200000000000001,77
8,81,0,4,5,74.0,12.0,81
6,85,1,7,0,73.0,6.0,85
9,92,1,5,5,90.0,13.5,92
3,65,0,5,8,42.0,5.4,65
9,79,0,9,2,77.0,10.799999999999999,79
4,98,1,4,6,84.0,6.4,98
7,42,0,7,3,37.0,9.1,42
9,93,1,4,0,91.0,9.0,93
2,61,0,5,6,34.0,3.2,61
2,65,0,6,0,40.0,2.0,65
9,58,1,4,3,53.0,11.700000000000001,58
3,83,1,4,8,63.0,5.4,83
9,83,0,6,4,82.0,12.6,83
5,86,1,7,6,73.0,8.0,86
6,99,0,7,6,86.0,9.600000000000001,99
2,78,1,4,2,56.0,2.4,78
8,98,0,6,7,94.0,13.6,98
9,75,0,9,0,74.0,9.0,75
2,60,0,4,3,37.0,2.6,60
6,80,1,6,9,69.0,11.399999999999999,80
6,93,1,5,3,79.0,7.800000000000001,93
8,87,1,9,1,83.0,8.8,87
5,65,1,6,5,50.0,7.5,65
9,52,0,4,0,47.0,9.0,52
1,75,1,8,2,53.0,1.2,75
9,63,1,7,8,62.0,16.2,63
7,80,1,4,9,75.0,13.299999999999999,80
4,65,0,6,5,48.0,6.0,65
3,60,1,9,1,40.0,3.3000000000000003,60
6,57,1,9,8,45.0,10.8,57
1,54,0,6,1,27.0,1.1,54
3,54,0,7,6,32.0,4.800000000000001,54
2,45,0,4,0,20.0,2.0,45
9,82,0,9,4,80.0,12.6,82
3,70,0,9,6,51.0,4.800000000000001,70
2,67,0,8,2,44.0,2.4,67
4,47,0,5,3,29.0,5.2,47
2,68,1,8,4,46.0,2.8,68
1,60,0,5,2,37.0,1.2,60
6,56,0,9,5,44.0,9.0,56
8,95,0,5,2,90.0,9.6,95
2,96,0,4,7,75.0,3.4,96
9,88,0,9,6,84.0,14.4,88
3,63,1,9,0,44.0,3.0,63
8,97,1,5,1,91.0,8.8,97
8,99,1,6,3,94.0,10.4,99
3,89,1,5,4,69.0,4.199999999999999,89
3,75,1,5,9,57.0,5.699999999999999,75
6,70,1,7,3,55.0,7.800000000000001,70
1,86,1,7,3,61.0,1.3,86
4,73,0,4,8,54.0,7.2,73
1,41,0,4,3,12.0,1.3,41
3,81,0,6,3,62.0,3.9000000000000004,81
9,42,0,7,3,40.0,11.700000000000001,42
5,69,0,8,1,57.0,5.5,69
5,47,0,4,7,33.0,8.5,47
4,91,1,4,3,71.0,5.2,91
3,46,0,7,4,26.0,4.199999999999999,46
5,51,0,7,7,39.0,8.5,51
4,97,0,6,3,74.0,5.2,97
8,58,1,7,4,56.0,11.2,58
4,65,1,5,4,45.0,5.6,65
8,67,1,9,5,61.0,12.0,67
6,54,0,8,6,45.0,9.600000000000001,54
5,53,0,9,2,43.0,6.0,53
4,87,0,5,9,68.0,7.6,87
4,98,1,5,2,79.0,4.8,98
4,53,1,9,8,40.0,7.2,53
9,42,0,5,0,37.0,9.0,42
4,89,1,4,9,72.0,7.6,89
9,68,0,9,7,67.0,15.299999999999999,68
6,99,1,5,9,93.0,11.399999999999999,99
7,93,1,4,2,85.0,8.4,93
3,45,1,7,4,26.0,4.199999999999999,45
8,88,0,8,2,84.0,9.6,88
3,62,1,8,9,45.0,5.699999999999999,62
1,67,0,5,0,41.0,1.0,67
5,53,0,8,9,39.0,9.5,53
2,53,0,4,4,28.0,2.8,53
6,59,1,7,7,48.0,10.2,59
9,52,1,5,4,46.0,12.6,52
1,66,1,6,3,38.0,1.3,66
4,99,0,9,8,87.0,7.2,99
1,74,1,8,0,50.0,1.0,74
1,84,1,8,4,63.0,1.4,84
8,95,0,5,0,89.0,8.0,95
2,41,0,9,5,19.0,3.0,41
1,80,0,9,9,56.0,1.9,80
8,84,1,8,8,82.0,14.4,84
4,79,1,8,1,60.0,4.4,79
3,87,0,6,3,67.0,3.9000000000000004,87
4,63,1,9,7,50.0,6.8,63
5,68,0,4,2,52.0,6.0,68
1,42,1,5,6,17.0,1.6,42
1,84,0,5,6,61.0,1.6,84
3,43,1,6,1,22.0,3.3000000000000003,43
6,89,0,6,9,79.0,11.399999999999999,89
1,41,0,4,3,15.0,1.3,41
2,59,0,7,0,34.0,2.0,59
7,93,1,5,7,83.0,11.9,93
1,92,1,9,9,71.0,1.9,92
7,54,1,8,9,47.0,13.299999999999999,54
4,88,0,4,8,70.0,7.2,88
6,71,0,5,0,58.0,6.0,71
8,81,0,9,6,74.0,12.8,81
9,40,0,4,0,34.0,9.0,40
6,77,0,7,0,66.0,6.0,77
9,74,0,9,8,73.0,16.2,74
4,90,0,5,9,72.0,7.6,90
6,46,0,8,9,34.0,11.399999999999999,46
8,84,0,9,5,80.0,12.0,84
9,52,1,5,0,49.0,9.0,52
3,88,0,4,6,69.0,4.800000000000001,88
2,40,1,7,2,16.0,2.4,40
6,53,0,9,9,46.0,11.399999999999999,53
4,68,1,4,3,50.0,5.2,68
1,97,0,4,3,67.0,1.3,97
8,42,1,6,7,37.0,13.6,42
9,85,0,4,0,78.0,9.0,85
9,63,0,9,7,62.0,15.299999999999999,63
2,40,0,7,8,18.0,3.6,40
9,87,1,8,6,83.0,14.4,87
7,49,0,6,0,42.0,7.0,49
5,52,1,4,6,36.0,8.0,52
7,75,1,9,5,64.0,10.5,75
9,48,1,5,4,47.0,12.6,48
8,53,1,6,4,48.0,11.2,53
6,75,1,7,0,63.0,6.0,75
4,49,0,5,5,31.0,6.0,49
1,79,1,7,3,54.0,1.3,79
6,62,1,5,0,46.0,6.0,62
3,74,1,8,7,53.0,5.1,74
6,94,1,7,7,86.0,10.2,94
6,46,0,5,3,34.0,7.800000000000001,46
4,81,0,7,6,66.0,6.4,81
2,74,0,6,2,53.0,2.4,74
9,41,1,7,7,32.0,15.299999999999999,41
2,54,1,9,6,32.0,3.2,54
3,48,1,7,4,26.0,4.199999999999999,48
1,86,0,5,4,59.0,1.4,86
7,56,1,7,8,45.0,12.6,56
1,78,0,8,5,54.0,1.5,78
9,91,1,4,5,89.0,13.5,91
1,57,1,6,1,35.0,1.1,57
5,54,0,9,4,40.0,7.0,54
7,57,1,5,3,49.0,9.1,57
3,63,0,7,9,46.0,5.699999999999999,63
9,62,1,7,2,63.0,10.799999999999999,62
8,51,0,7,8,43.0,14.4,51
3,62,1,6,6,44.0,4.800000000000001,62
5,60,1,9,3,48.0,6.5,60
7,65,1,4,8,53.0,12.6,65
4,47,1,8,8,32.0,7.2,47
5,69,1,9,6,58.0,8.0,69
3,73,0,8,4,50.0,4.199999999999999,73
9,41,0,9,8,39.0,16.2,41
9,44,1,5,6,41.0,14.4,44
7,70,0,4,8,61.0,12.6,70
2,72,0,4,2,49.0,2.4,72
7,93,0,6,8,84.0,12.6,93
7,43,0,9,0,32.0,7.0,43
5,45,1,7,4,32.0,7.0,45
9,62,0,4,1,60.0,9.9,62
3,84,0,9,0,67.0,3.0,84
4,58,1,7,2,46.0,4.8,58
1,82,1,6,6,56.0,1.6,82
6,84,1,9,2,74.0,7.199999999999999,84
4,47,1,9,9,28.0,7.6,47
1,78,1,5,9,52.0,1.9,78
2,52,1,9,8,28.0,3.6,52
3,40,1,5,2,18.0,3.5999999999999996,40
9,45,1,7,5,45.0,13.5,45
8,46,0,7,1,41.0,8.8,46
7,87,1,4,7,78.0,11.9,87
4,66,0,6,9,48.0,7.6,66
1,54,1,5,4,26.0,1.4,54
8,91,1,4,1,86.0,8.8,91
4,73,0,8,6,56.0,6.4,73
3,97,1,4,2,77.0,3.5999999999999996,97
9,96,1,7,4,95.0,12.6,96
4,62,0,8,8,47.0,7.2,62
4,87,0,4,0,62.0,4.0,87
9,88,0,9,1,87.0,9.9,88
2,63,0,6,4,40.0,2.8,63
5,54,0,5,3,35.0,6.5,54
4,74,0,9,0,60.0,4.0,74
9,43,1,8,6,41.0,14.4,43
5,83,1,6,8,67.0,9.0,83
9,76,1,4,0,70.0,9.0,76
9,56,1,9,7,55.0,15.299999999999999,56
2,70,1,7,8,54.0,3.6,70
9,77,0,7,1,72.0,9.9,77
3,49,0,6,0,26.0,3.0,49
4,93,1,7,5,77.0,6.0,93
1,89,0,5,6,67.0,1.6,89
1,66,1,6,1,39.0,1.1,66
1,81,0,6,4,54.0,1.4,81
9,45,1,7,4,43.0,12.6,45
8,95,1,6,6,89.0,12.8,95
5,45,1,4,0,28.0,5.0,45
5,91,0,8,9,80.0,9.5,91
9,54,0,9,7,51.0,15.299999999999999,54
3,43,1,8,4,23.0,4.199999999999999,43
3,96,0,9,2,79.0,3.5999999999999996,96
7,87,1,7,8,77.0,12.6,87
9,93,1,5,2,89.0,10.799999999999999,93
6,95,0,5,6,80.0,9.600000000000001,95
2,79,1,7,9,57.0,3.8,79
1,46,1,7,6,20.0,1.6,46
2,90,1,6,9,68.0,3.8,90
1,97,0,5,7,71.0,1.7,97
9,88,1,8,9,88.0,17.099999999999998,88
8,92,1,7,7,85.0,13.6,92
7,84,1,8,3,77.0,9.1,84
3,86,1,9,0,66.0,3.0,86
8,65,0,8,3,61.0,10.4,65
2,97,1,5,5,74.0,3.0,97
2,70,1,9,9,48.0,3.8,70
3,41,0,8,5,18.0,4.5,41
7,67,0,6,5,59.0,10.5,67
1,81,0,6,6,55.0,1.6,81
8,52,0,5,0,47.0,8.0,52
7,57,0,6,9,52.0,13.299999999999999,57
4,69,0,7,0,50.0,4.0,69
5,94,1,9,6,77.0,8.0,94
1,50,1,5,3,25.0,1.3,50
4,52,0,9,5,35.0,6.0,52
1,90,1,8,5,65.0,1.5,90
1,63,0,7,8,40.0,1.8,63
1,96,1,5,1,70.0,1.1,96
7,68,0,8,3,61.0,9.1,68
7,95,0,8,3,89.0,9.1,95
4,93,1,8,6,77.0,6.4,93
2,44,0,8,0,22.0,2.0,44
3,74,1,8,4,55.0,4.199999999999999,74
8,58,0,5,3,52.0,10.4,58
8,94,0,6,1,88.0,8.8,94
6,52,1,8,4,44.0,8.399999999999999,52
9,44,0,7,8,39.0,16.2,44
9,83,1,5,7,80.0,15.299999999999999,83
4,53,1,4,8,35.0,7.2,53
1,77,1,6,6,52.0,1.6,77
1,61,1,7,9,34.0,1.9,61
5,48,1,8,6,33.0,8.0,48
2,88,0,5,1,64.0,2.2,88
6,79,0,5,2,65.0,7.199999999999999,79
7,65,1,8,9,55.0,13.299999999999999,65
1,84,0,7,7,58.0,1.7,84
6,44,1,5,1,29.0,6.6000000000000005,44
8,68,0,9,6,65.0,12.8,68
5,93,1,6,5,80.0,7.5,93
7,61,0,7,9,55.0,13.299999999999999,61
6,88,1,8,3,78.0,7.800000000000001,88
4,42,0,7,3,22.0,5.2,42
7,67,1,9,2,53.0,8.4,67
9,77,1,7,5,77.0,13.5,77
7,53,0,4,2,41.0,8.4,53
5,86,1,8,8,69.0,9.0,86
7,53,1,6,3,47.0,9.1,53
3,82,0,8,3,64.0,3.9000000000000004,82
2,50,0,4,1,28.0,2.2,50
5,48,1,8,1,35.0,5.5,48
4,77,1,8,6,63.0,6.4,77
5,86,1,6,4,71.0,7.0,86
8,83,1,4,2,78.0,9.6,83
4,45,0,8,5,32.0,6.0,45
9,40,1,9,5,40.0,13.5,40
7,64,1,8,0,55.0,7.0,64
7,55,0,5,2,42.0,8.4,55
8,91,0,8,4,88.0,11.2,91
6,54,1,6,6,43.0,9.600000000000001,54
8,73,0,5,3,66.0,10.4,73
3,56,0,9,7,33.0,5.1,56
1,42,0,9,2,12.0,1.2,42
6,42,1,9,5,32.0,9.0,42
1,76,1,4,5,48.0,1.5,76
9,56,1,9,8,56.0,16.2,56
2,94,0,7,3,73.0,2.6,94
2,88,1,6,6,65.0,3.2,88
7,91,1,4,9,83.0,13.299999999999999,91
2,77,1,5,0,53.0,2.0,77
8,40,0,7,0,39.0,8.0,40
6,46,1,4,1,32.0,6.6000000000000005,46
7,65,1,6,3,55.0,9.1,65
7,86,1,5,5,76.0,10.5,86
6,78,1,6,3,69.0,7.800000000000001,78
9,58,0,6,5,54.0,13.5,58
9,91,1,5,1,89.0,9.9,91
7,93,1,9,8,87.0,12.6,93
9,69,0,8,2,66.0,10.799999999999999,69
3,82,0,6,6,65.0,4.800000000000001,82
3,94,0,9,0,71.0,3.0,94
1,53,0,5,7,27.0,1.7,53
5,52,0,6,3,38.0,6.5,52
4,59,1,8,4,43.0,5.6,59
2,65,0,5,6,38.0,3.2,65
9,66,0,4,2,59.0,10.799999999999999,66
3,64,0,4,8,44.0,5.4,64
8,48,1,9,8,39.0,14.4,48
6,80,1,4,7,67.0,10.2,80
5,87,1,7,0,70.0,5.0,87
1,51,0,6,1,24.0,1.1,51
4,49,1,6,1,31.0,4.4,49
3,45,0,5,2,24.0,3.5999999999999996,45
1,89,0,7,1,61.0,1.1,89
5,73,1,6,0,59.0,5.0,73
6,98,1,5,4,87.0,8.399999999999999,98
2,91,1,8,5,68.0,3.0,91
3,80,0,6,6,62.0,4.800000000000001,80
6,58,1,9,9,50.0,11.399999999999999,58
4,45,1,6,6,27.0,6.4,45
9,41,1,8,1,36.0,9.9,41
5,54,1,8,6,43.0,8.0,54
4,56,1,6,1,35.0,4.4,56
2,55,0,8,1,29.0,2.2,55
6,67,0,5,5,56.0,9.0,67
2,60,1,6,5,41.0,3.0,60
7,47,0,6,7,37.0,11.9,47
3,49,0,4,4,26.0,4.199999999999999,49
9,49,0,9,4,46.0,12.6,49
5,89,1,6,9,75.0,9.5,89
8,49,0,4,0,40.0,8.0,49
6,48,1,8,3,36.0,7.800000000000001,48
8,67,0,9,0,62.0,8.0,67
3,63,1,9,9,47.0,5.699999999999999,63
3,58,0,8,4,39.0,4.199999999999999,58
5,72,0,5,7,57.0,8.5,72
3,43,1,4,0,20.0,3.0,43
8,95,1,6,2,87.0,9.6,95
8,42,0,4,0,31.0,8.0,42
2,81,1,8,5,57.0,3.0,81
4,51,1,8,9,37.0,7.6,51
1,57,1,5,0,29.0,1.0,57
4,62,1,9,9,48.0,7.6,62
4,59,0,9,2,41.0,4.8,59
9,45,1,8,4,43.0,12.6,45
3,92,0,4,4,70.0,4.199999999999999,92
2,73,0,9,1,54.0,2.2,73
9,81,1,6,2,77.0,10.799999999999999,81
9,41,1,6,8,40.0,16.2,41
1,69,1,4,0,39.0,1.0,69
6,48,1,5,0,38.0,6.0,48
8,66,0,6,1,61.0,8.8,66
3,81,0,4,7,59.0,5.1,81
9,73,1,4,5,68.0,13.5,73
2,79,0,8,3,59.0,2.6,79
6,63,1,9,6,55.0,9.600000000000001,63
1,88,0,8,5,63.0,1.5,88
7,56,0,9,8,47.0,12.6,56
3,68,0,5,5,49.0,4.5,68
7,75,1,5,1,64.0,7.700000000000001,75
4,89,1,5,2,72.0,4.8,89
9,51,0,4,8,46.0,16.2,51
5,70,1,4,6,55.0,8.0,70
3,88,1,8,5,73.0,4.5,88
8,48,0,6,4,41.0,11.2,48
6,58,1,9,2,50.0,7.199999999999999,58
2,85,1,9,3,61.0,2.6,85
3,85,0,5,0,60.0,3.0,85
8,56,0,9,4,52.0,11.2,56
7,41,0,7,6,31.0,11.200000000000001,41
6,79,0,5,1,66.0,6.6000000000000005,79
1,44,1,9,7,16.0,1.7,44
9,98,1,8,9,93.0,17.099999999999998,98
3,78,0,9,5,59.0,4.5,78
5,93,0,4,9,78.0,9.5,93
7,87,1,8,2,79.0,8.4,87
7,55,1,8,1,50.0,7.700000000000001,55
3,56,1,8,7,38.0,5.1,56
4,93,0,7,3,80.0,5.2,93
7,66,0,7,6,58.0,11.200000000000001,66
8,46,0,9,6,44.0,12.8,46
2,91,0,5,9,70.0,3.8,91
9,47,1,9,8,45.0,16.2,47
7,47,0,9,9,40.0,13.299999999999999,47
8,62,0,9,7,57.0,13.6,62
6,71,1,4,7,61.0,10.2,71
6,82,0,8,6,72.0,9.600000000000001,82
9,86,1,6,9,83.0,17.099999999999998,86
4,57,0,5,4,36.0,5.6,57
5,77,1,5,8,61.0,9.0,77
9,93,1,8,6,90.0,14.4,93
1,51,1,5,2,22.0,1.2,51
4,54,0,8,5,35.0,6.0,54
7,67,0,5,2,59.0,8.4,67
9,94,0,9,5,89.0,13.5,94
6,77,0,4,7,66.0,10.2,77
8,89,0,5,8,88.0,14.4,89
9,95,0,5,1,91.0,9.9,95
4,70,1,6,5,53.0,6.0,70
1,91,0,4,2,64.0,1.2,91
8,48,0,9,6,40.0,12.8,48
2,47,1,4,3,24.0,2.6,47
1,85,1,4,4,59.0,1.4,85
7,58,0,5,9,49.0,13.299999999999999,58
9,90,1,7,5,85.0,13.5,90
9,47,0,5,7,47.0,15.299999999999999,47
3,73,1,8,1,54.0,3.3000000000000003,73
6,96,0,6,3,82.0,7.800000000000001,96
7,43,1,4,3,31.0,9.1,43
9,70,1,8,5,67.0,13.5,70
2,77,0,9,3,58.0,2.6,77
8,42,0,8,4,36.0,11.2,42
7,74,1,7,4,66.0,9.799999999999999,74
4,58,1,4,7,39.0,6.8,58
2,82,1,5,3,61.0,2.6,82
8,68,1,4,5,64.0,12.0,68
5,49,0,6,6,31.0,8.0,49
6,51,1,4,7,39.0,10.2,51
7,85,1,8,8,78.0,12.6,85
1,69,0,8,9,43.0,1.9,69
8,69,0,5,7,62.0,13.6,69
4,99,0,5,3,80.0,5.2,99
9,57,0,5,3,51.0,11.700000000000001,57
1,63,0,9,9,40.0,1.9,63
2,71,0,6,4,48.0,2.8,71
6,48,1,9,2,38.0,7.199999999999999,48
1,86,1,9,1,61.0,1.1,86
4,63,1,9,1,42.0,4.4,63
8,65,0,4,8,57.0,14.4,65
5,42,0,7,7,26.0,8.5,42
9,62,1,4,5,58.0,13.5,62
6,50,1,5,8,40.0,10.8,50
1,49,0,6,4,26.0,1.4,49
6,89,0,9,9,78.0,11.399999999999999,89
6,75,1,4,0,62.0,6.0,75
6,99,1,8,7,90.0,10.2,99
8,52,1,9,2,50.0,9.6,52
6,68,1,4,8,57.0,10.8,68
5,77,1,8,0,62.0,5.0,77
2,98,0,4,2,74.0,2.4,98
4,92,1,4,0,74.0,4.0,92
5,52,1,9,0,40.0,5.0,52
4,96,0,4,5,81.0,6.0,96
2,65,1,5,3,45.0,2.6,65
7,59,0,8,9,50.0,13.299999999999999,59
2,44,0,6,3,17.0,2.6,44
1,59,1,7,4,31.0,1.4,59
5,53,1,9,2,40.0,6.0,53
1,84,0,8,1,61.0,1.1,84
1,53,0,5,9,26.0,1.9,53
1,47,0,8,7,20.0,1.7,47
6,87,1,6,6,73.0,9.600000000000001,87
9,52,1,9,9,55.0,17.099999999999998,52
1,63,1,8,3,37.0,1.3,63
5,54,1,5,1,35.0,5.5,54
9,90,1,9,8,90.0,16.2,90
9,40,0,5,7,36.0,15.299999999999999,40
1,61,1,9,3,38.0,1.3,61
8,73,1,7,4,65.0,11.2,73
1,89,0,6,9,66.0,1.9,89
8,90,1,7,5,88.0,12.0,90
1,79,1,4,3,53.0,1.3,79
5,42,1,5,1,27.0,5.5,42
8,94,0,7,4,90.0,11.2,94
6,65,0,5,0,50.0,6.0,65
9,53,1,9,6,49.0,14.4,53
1,97,1,5,8,71.0,1.8,97
9,80,1,4,2,72.0,10.799999999999999,80
1,47,0,5,5,21.0,1.5,47
3,88,0,9,8,73.0,5.4,88
1,94,1,9,3,68.0,1.3,94
3,94,1,7,5,74.0,4.5,94
2,95,1,6,2,72.0,2.4,95
2,55,1,8,8,38.0,3.6,55
9,81,0,7,6,78.0,14.4,81
8,60,0,4,6,55.0,12.8,60
1,49,1,8,3,24.0,1.3,49
4,96,0,5,5,72.0,6.0,96
1,64,0,7,7,38.0,1.7,64
1,95,1,8,5,73.0,1.5,95
4,77,1,7,5,60.0,6.0,77
2,61,1,5,3,38.0,2.6,61
3,88,1,9,7,74.0,5.1,88
9,87,0,7,9,86.0,17.099999999999998,87
2,86,1,4,7,62.0,3.4,86
4,93,1,8,8,80.0,7.2,93
1,85,1,8,5,62.0,1.5,85
2,43,1,8,1,22.0,2.2,43
5,43,0,7,3,28.0,6.5,43
1,69,1,5,3,41.0,1.3,69
7,41,1,7,7,34.0,11.9,41
4,68,0,7,4,52.0,5.6,68
6,82,1,9,3,71.0,7.800000000000001,82
8,75,1,8,7,68.0,13.6,75
6,60,1,5,2,47.0,7.199999999999999,60
2,99,0,6,1,73.0,2.2,99
1,60,1,5,3,33.0,1.3,60
8,87,1,7,0,83.0,8.0,87
8,60,1,4,0,48.0,8.0,60
9,43,0,5,4,39.0,12.6,43
6,40,1,8,0,29.0,6.0,40
1,65,1,4,3,36.0,1.3,65
9,95,1,6,7,94.0,15.299999999999999,95
3,90,0,6,7,73.0,5.1,90
6,41,0,4,1,28.0,6.6000000000000005,41
9,48,1,6,2,49.0,10.799999999999999,48
3,94,1,4,2,73.0,3.5999999999999996,94
5,96,0,7,0,83.0,5.0,96
5,84,1,4,2,73.0,6.0,84
7,57,0,7,7,50.0,11.9,57
4,87,0,8,5,74.0,6.0,87
4,87,0,8,4,71.0,5.6,87
7,96,1,6,9,92.0,13.299999999999999,96
9,81,0,9,8,78.0,16.2,81
4,80,0,9,6,64.0,6.4,80
4,50,1,4,5,37.0,6.0,50
6,64,1,7,4,49.0,8.399999999999999,64
6,65,1,8,4,53.0,8.399999999999999,65
7,97,0,8,9,95.0,13.299999999999999,97
1,75,0,8,8,50.0,1.8,75
3,81,1,6,9,62.0,5.699999999999999,81
9,74,0,8,5,74.0,13.5,74
6,77,1,9,3,70.0,7.800000000000001,77
6,42,1,5,3,29.0,7.800000000000001,42
5,98,1,6,3,81.0,6.5,98
3,80,1,4,5,58.0,4.5,80
5,74,1,5,0,57.0,5.0,74
1,89,0,6,8,61.0,1.8,89
3,79,0,6,1,56.0,3.3000000000000003,79
4,61,1,7,1,44.0,4.4,61
5,47,0,5,4,30.0,7.0,47
9,54,0,5,3,53.0,11.700000000000001,54
4,84,1,9,2,67.0,4.8,84
3,46,0,5,4,21.0,4.199999999999999,46
1,58,0,8,6,35.0,1.6,58
6,79,1,9,9,77.0,11.399999999999999,79
7,81,0,8,1,72.0,7.700000000000001,81
8,56,0,9,5,52.0,12.0,56
1,40,0,4,3,15.0,1.3,40
4,84,0,9,1,67.0,4.4,84
5,68,0,4,0,55.0,5.0,68
2,97,1,9,7,73.0,3.4,97
1,52,1,4,4,25.0,1.4,52
8,95,1,8,9,90.0,15.2,95
6,87,1,9,1,74.0,6.6000000000000005,87
5,68,1,7,7,53.0,8.5,68
9,80,0,9,2,79.0,10.799999999999999,80
2,81,0,4,6,59.0,3.2,81
8,45,1,6,1,40.0,8.8,45
9,44,1,8,6,39.0,14.4,44
1,73,1,7,3,49.0,1.3,73
7,50,0,6,9,41.0,13.299999999999999,50
8,48,0,6,0,39.0,8.0,48
3,77,0,8,4,57.0,4.199999999999999,77
4,79,0,9,3,66.0,5.2,79
3,80,0,5,7,59.0,5.1,80
7,48,0,7,0,40.0,7.0,48
9,47,1,9,1,47.0,9.9,47
3,83,0,8,4,65.0,4.199999999999999,83
6,97,1,5,9,86.0,11.399999999999999,97
8,79,1,8,9,75.0,15.2,79
6,42,0,8,1,30.0,6.6000000000000005,42
2,52,0,6,0,26.0,2.0,52
7,58,0,9,5,49.0,10.5,58
2,73,0,8,9,52.0,3.8,73
2,71,0,9,3,47.0,2.6,71
2,88,0,5,4,64.0,2.8,88
1,55,0,6,2,28.0,1.2,55
1,75,0,5,9,48.0,1.9,75
7,57,1,5,5,47.0,10.5,57
5,53,1,6,3,37.0,6.5,53
3,69,0,9,5,54.0,4.5,69
1,41,1,5,4,18.0,1.4,41
6,52,0,4,1,37.0,6.6000000000000005,52
1,66,1,9,3,41.0,1.3,66
9,98,1,8,1,96.0,9.9,98
2,92,0,6,4,69.0,2.8,92
1,91,0,6,2,64.0,1.2,91
7,56,0,9,5,48.0,10.5,56
6,70,1,4,4,59.0,8.399999999999999,70
6,54,1,4,1,39.0,6.6000000000000005,54
5,96,0,4,9,80.0,9.5,96
4,59,1,4,7,38.0,6.8,59
4,44,0,7,5,26.0,6.0,44
3,46,1,6,8,27.0,5.4,46
8,57,0,5,2,50.0,9.6,57
7,95,1,6,3,89.0,9.1,95
9,50,0,6,7,45.0,15.299999999999999,50
1,71,0,6,6,42.0,1.6,71
7,89,0,4,7,80.0,11.9,89
4,66,1,4,8,48.0,7.2,66
7,65,0,7,7,59.0,11.9,65
1,76,1,9,7,53.0,1.7,76
5,84,0,6,5,72.0,7.5,84
3,67,0,8,1,46.0,3.3000000000000003,67
5,89,0,9,6,75.0,8.0,89
4,41,1,7,3,25.0,5.2,41
2,59,1,4,2,36.0,2.4,59
4,43,1,6,3,24.0,5.2,43
3,52,0,4,3,31.0,3.9000000000000004,52
1,63,1,9,2,39.0,1.2,63
8,87,0,5,8,81.0,14.4,87
5,77,0,4,2,63.0,6.0,77
4,97,0,4,1,81.0,4.4,97
5,79,0,7,0,63.0,5.0,79
4,87,0,5,0,69.0,4.0,87
3,84,1,9,4,66.0,4.199999999999999,84
5,94,1,8,4,80.0,7.0,94
4,68,0,8,8,52.0,7.2,68
1,97,0,8,3,68.0,1.3,97
3,75,1,6,4,57.0,4.199999999999999,75
8,41,0,8,5,37.0,12.0,41
7,80,0,6,9,68.0,13.299999999999999,80
2,57,0,9,6,35.0,3.2,57
1,88,0,9,8,65.0,1.8,88
3,47,1,4,5,28.0,4.5,47
5,97,0,8,0,82.0,5.0,97
1,54,1,7,7,29.0,1.7,54
3,80,1,9,1,62.0,3.3000000000000003,80
3,56,1,5,8,35.0,5.4,56
5,62,1,5,6,51.0,8.0,62
3,41,0,9,6,22.0,4.800000000000001,41
9,45,0,4,9,42.0,17.099999999999998,45
1,68,0,5,9,45.0,1.9,68
4,66,1,5,4,48.0,5.6,66
4,76,1,4,7,61.0,6.8,76
1,88,1,4,9,59.0,1.9,88
2,73,0,4,0,50.0,2.0,73
